voters,alts,dims,scheme,dist_to_mean,mean_opt,winners
10,2,1,IRV,0.42080515397863066,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,1,SRB,0.4257218363811305,0.8,[0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
10,2,1,Borda,0.42080515397863066,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,1,SRC,0.4281801775823803,0.7,[0. 0. 0. 0. 1. 0. 0. 1. 0. 1.]
10,2,1,Plurality,0.42080515397863066,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,2,IRV,0.4525566610007868,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,2,SRB,0.46420853195484774,0.7,[1. 1. 1. 1. 0. 0. 1. 1. 1. 0.]
10,2,2,Borda,0.4525566610007868,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,2,SRC,0.47586040290890874,0.4,[0. 0. 0. 1. 0. 1. 0. 1. 0. 1.]
10,2,2,Plurality,0.4525566610007868,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,3,IRV,0.43254326064096144,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,3,SRB,0.4445452973376768,0.8,[1. 0. 1. 1. 1. 0. 1. 1. 1. 1.]
10,2,3,Borda,0.43254326064096144,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,3,SRC,0.4505463156860346,0.7,[1. 0. 1. 1. 0. 1. 0. 1. 1. 1.]
10,2,3,Plurality,0.43254326064096144,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,5,IRV,0.39043346394319994,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,5,SRB,0.39296003186821543,0.7,[0. 0. 0. 1. 0. 1. 0. 0. 1. 0.]
10,2,5,Borda,0.39043346394319994,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,5,SRC,0.3971709784099079,0.2,[1. 1. 1. 0. 1. 1. 1. 1. 1. 0.]
10,2,5,Plurality,0.39043346394319994,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,2,10,IRV,0.21484491277604478,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,10,SRB,0.21484491277604478,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,10,Borda,0.21484491277604478,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,2,10,SRC,0.24544862776228485,0.4,[0. 1. 0. 1. 1. 0. 1. 0. 0. 0.]
10,2,10,Plurality,0.21484491277604478,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,3,1,IRV,0.3815210819792044,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,1,SRB,0.5056739009247176,0.4,[0. 2. 2. 0. 0. 2. 0. 1. 2. 2.]
10,3,1,Borda,0.3815210819792044,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,1,SRC,0.4560921654174659,0.6,[1. 2. 0. 2. 0. 0. 0. 0. 0. 2.]
10,3,1,Plurality,0.3815210819792044,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,2,IRV,0.4194777156831605,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,3,2,SRB,0.32285318223013715,0.6,[1. 2. 2. 1. 1. 0. 1. 2. 1. 1.]
10,3,2,Borda,0.4126337399904054,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,2,SRC,0.39869691005094066,0.1,[2. 2. 0. 0. 0. 0. 0. 0. 0. 1.]
10,3,2,Plurality,0.4194777156831605,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,3,3,IRV,0.3847089227164031,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,3,SRB,0.38248996704021565,0.4,[0. 1. 1. 0. 0. 1. 0. 0. 0. 1.]
10,3,3,Borda,0.3847089227164031,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,3,SRC,0.3873473993086373,0.4,[0. 0. 2. 1. 0. 1. 1. 0. 1. 0.]
10,3,3,Plurality,0.3847089227164031,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,5,IRV,0.42293519091308146,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,3,5,SRB,0.411235908456848,0.4,[0. 1. 1. 0. 0. 1. 1. 1. 1. 0.]
10,3,5,Borda,0.42293519091308146,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,3,5,SRC,0.4032088218218206,0.5,[2. 1. 1. 0. 0. 1. 0. 2. 0. 0.]
10,3,5,Plurality,0.42293519091308146,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,3,10,IRV,0.22984272598810893,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,10,SRB,0.22984272598810893,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,10,Borda,0.22984272598810893,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,3,10,SRC,0.24721388415520446,0.4,[1. 2. 0. 0. 1. 1. 2. 0. 0. 2.]
10,3,10,Plurality,0.22984272598810893,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,1,IRV,0.4765316129820222,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,4,1,SRB,0.4995128437747104,0.9,[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.]
10,4,1,Borda,0.4765316129820222,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,4,1,SRC,0.5093685408288561,0.4,[0. 3. 1. 0. 1. 3. 1. 2. 1. 0.]
10,4,1,Plurality,0.4765316129820222,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,4,2,IRV,0.43266175248490707,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,2,SRB,0.4194806455135933,0.4,[1. 1. 0. 3. 0. 3. 3. 1. 0. 1.]
10,4,2,Borda,0.43266175248490707,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,2,SRC,0.4352463369069797,0.5,[2. 1. 1. 0. 0. 1. 3. 2. 1. 1.]
10,4,2,Plurality,0.43266175248490707,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,3,IRV,0.34748832771861426,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,3,SRB,0.34748832771861426,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,3,Borda,0.34748832771861426,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,3,SRC,0.460055379750539,0.5,[0. 1. 0. 0. 3. 2. 0. 3. 2. 0.]
10,4,3,Plurality,0.34748832771861426,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,5,IRV,0.32683720824382434,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,4,5,SRB,0.2863577893023781,0.1,[0. 0. 0. 2. 3. 0. 0. 2. 0. 0.]
10,4,5,Borda,0.2765188355284597,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,5,SRC,0.29641008004801744,0.3,[3. 0. 2. 1. 3. 1. 3. 2. 2. 0.]
10,4,5,Plurality,0.2765188355284597,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,4,10,IRV,0.21789963700940143,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,4,10,SRB,0.22822525938300986,0.6,[0. 2. 0. 2. 2. 2. 1. 2. 2. 0.]
10,4,10,Borda,0.22562751217321794,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10,4,10,SRC,0.23054362193215483,0.3,[0. 3. 0. 1. 0. 3. 2. 3. 2. 2.]
10,4,10,Plurality,0.21789963700940143,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,5,1,IRV,0.28009776974883266,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
10,5,1,SRB,0.36700806220181253,0.5,[4. 2. 4. 4. 4. 0. 2. 4. 0. 2.]
10,5,1,Borda,0.3529425325593408,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,5,1,SRC,0.38886149104496504,0.2,[2. 0. 2. 0. 1. 1. 1. 4. 4. 2.]
10,5,1,Plurality,0.28009776974883266,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
10,5,2,IRV,0.3048779587975362,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,5,2,SRB,0.28650749264488906,0.5,[1. 1. 1. 0. 0. 0. 1. 0. 1. 0.]
10,5,2,Borda,0.2681370264922419,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,2,SRC,0.3470085149981526,0.2,[2. 0. 0. 3. 1. 3. 4. 4. 2. 2.]
10,5,2,Plurality,0.2681370264922419,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,3,IRV,0.5031265705545163,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,5,3,SRB,0.5271627852878309,0.1,[3. 2. 4. 2. 3. 2. 1. 2. 2. 2.]
10,5,3,Borda,0.5031265705545163,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,5,3,SRC,0.5856163061081545,0.0,[4. 0. 4. 3. 4. 4. 4. 2. 3. 0.]
10,5,3,Plurality,0.5031265705545163,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10,5,5,IRV,0.354735116650705,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,5,SRB,0.35546101405442554,0.7,[0. 0. 2. 0. 0. 2. 0. 0. 2. 0.]
10,5,5,Borda,0.354735116650705,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,5,SRC,0.38204518985496205,0.3,[0. 0. 3. 3. 1. 1. 4. 3. 0. 2.]
10,5,5,Plurality,0.354735116650705,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,10,IRV,0.23585128832065552,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,5,10,SRB,0.23210432108290818,0.4,[0. 0. 2. 2. 0. 1. 1. 0. 1. 1.]
10,5,10,Borda,0.22461339558219037,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,5,10,SRC,0.24315239447771875,0.1,[1. 2. 2. 3. 0. 2. 4. 3. 2. 3.]
10,5,10,Plurality,0.23585128832065552,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,10,1,IRV,0.39975583556234456,0.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10,10,1,SRB,0.40381585145828947,0.1,[0. 1. 0. 8. 8. 0. 0. 8. 8. 8.]
10,10,1,Borda,0.39975583556234456,0.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10,10,1,SRC,0.42218973721884173,0.1,[7. 3. 2. 4. 5. 6. 4. 5. 1. 6.]
10,10,1,Plurality,0.39975583556234456,0.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10,10,2,IRV,0.36481644276810676,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10,10,2,SRB,0.37652950042270683,0.0,[9. 9. 9. 9. 6. 9. 6. 9. 9. 6.]
10,10,2,Borda,0.36481644276810676,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10,10,2,SRC,0.3790423336167256,0.1,[4. 7. 3. 3. 2. 4. 3. 8. 8. 4.]
10,10,2,Plurality,0.36481644276810676,0.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10,10,3,IRV,0.28088587566813944,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10,10,3,SRB,0.4104420318175873,0.3,[8. 3. 3. 7. 8. 8. 5. 7. 3. 7.]
10,10,3,Borda,0.4081841232867271,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,10,3,SRC,0.38506426573893926,0.0,[1. 9. 5. 7. 4. 2. 1. 9. 9. 0.]
10,10,3,Plurality,0.28088587566813944,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10,10,5,IRV,0.38250100020835653,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10,10,5,SRB,0.3517299673026463,0.3,[2. 4. 4. 7. 4. 3. 2. 7. 3. 9.]
10,10,5,Borda,0.2957912398667063,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10,10,5,SRC,0.3554991066735739,0.1,[5. 3. 6. 1. 7. 7. 3. 4. 9. 5.]
10,10,5,Plurality,0.28009430220765374,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
10,10,10,IRV,0.21417890935587258,0.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
10,10,10,SRB,0.23248932534343805,0.3,[3. 3. 0. 0. 3. 0. 3. 3. 3. 2.]
10,10,10,Borda,0.19361698705363067,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,10,10,SRC,0.2185679868781525,0.0,[8. 5. 6. 4. 7. 8. 2. 8. 7. 5.]
10,10,10,Plurality,0.19361698705363067,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,1,IRV,0.4479479167312618,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,1,SRB,0.5718163549195602,0.5,[0. 1. 1. 1. 0. 1. 0. 0. 0. 1.]
100,2,1,Borda,0.4479479167312618,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,1,SRC,0.5222689796442408,0.7,[0. 1. 0. 1. 0. 1. 0. 0. 0. 0.]
100,2,1,Plurality,0.4479479167312618,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,2,IRV,0.3801669486151652,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,2,SRB,0.4002925972545782,0.9,[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]
100,2,2,Borda,0.3801669486151652,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,2,SRC,0.5009208404516435,0.4,[1. 0. 1. 1. 0. 1. 0. 0. 0. 0.]
100,2,2,Plurality,0.3801669486151652,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,3,IRV,0.3839163603766575,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,3,SRB,0.39706415181268395,0.7,[0. 0. 1. 1. 0. 0. 0. 1. 0. 0.]
100,2,3,Borda,0.3839163603766575,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,3,SRC,0.4014467489580261,0.6,[1. 1. 0. 1. 0. 0. 1. 0. 0. 0.]
100,2,3,Plurality,0.3839163603766575,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,2,5,IRV,0.2816118563975315,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,5,SRB,0.2816118563975315,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,5,Borda,0.2816118563975315,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,5,SRC,0.2987481740267494,0.7,[0. 0. 1. 1. 1. 0. 1. 1. 1. 1.]
100,2,5,Plurality,0.2816118563975315,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,10,IRV,0.2079072436351695,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,10,SRB,0.2141191996314909,0.8,[0. 1. 0. 1. 1. 1. 1. 1. 1. 1.]
100,2,10,Borda,0.2079072436351695,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,2,10,SRC,0.223437133625973,0.5,[1. 0. 0. 0. 1. 1. 1. 1. 0. 0.]
100,2,10,Plurality,0.2079072436351695,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,3,1,IRV,0.4391212382322185,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,1,SRB,0.4780999218359831,0.9,[2. 0. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,1,Borda,0.4391212382322185,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,1,SRC,0.6411557635123454,0.3,[0. 0. 2. 1. 0. 1. 1. 2. 2. 0.]
100,3,1,Plurality,0.4391212382322185,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,2,IRV,0.44042504940964855,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,3,2,SRB,0.4526726728172753,0.9,[0. 0. 0. 0. 0. 0. 0. 0. 0. 2.]
100,3,2,Borda,0.44042504940964855,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,3,2,SRC,0.5583843987720292,0.1,[1. 2. 2. 1. 1. 0. 2. 1. 2. 1.]
100,3,2,Plurality,0.44042504940964855,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,3,3,IRV,0.3509293320905,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,3,3,SRB,0.39342156488058766,0.5,[1. 2. 1. 1. 1. 2. 2. 2. 2. 1.]
100,3,3,Borda,0.3509293320905,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,3,3,SRC,0.39949607220698435,0.4,[1. 2. 1. 0. 2. 1. 0. 1. 2. 0.]
100,3,3,Plurality,0.3509293320905,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,3,5,IRV,0.36619535873608783,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,5,SRB,0.3634974496513991,0.2,[1. 0. 2. 2. 2. 0. 2. 2. 1. 2.]
100,3,5,Borda,0.36619535873608783,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,5,SRC,0.35377983623436193,0.6,[0. 2. 1. 1. 1. 0. 1. 2. 1. 1.]
100,3,5,Plurality,0.36619535873608783,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,10,IRV,0.2349546101649859,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,10,SRB,0.23059795124880114,0.3,[1. 2. 1. 2. 1. 2. 2. 2. 2. 2.]
100,3,10,Borda,0.2349546101649859,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,3,10,SRC,0.24604712972617068,0.3,[0. 1. 1. 0. 2. 0. 2. 1. 0. 0.]
100,3,10,Plurality,0.2349546101649859,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,4,1,IRV,0.398961984879728,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,4,1,SRB,0.406515613505427,0.2,[2. 1. 1. 1. 1. 1. 1. 2. 1. 1.]
100,4,1,Borda,0.398961984879728,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,4,1,SRC,0.4583155004971685,0.3,[2. 2. 3. 0. 1. 2. 0. 0. 3. 3.]
100,4,1,Plurality,0.398961984879728,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,4,2,IRV,0.5381685095360563,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
100,4,2,SRB,0.5205438023999139,0.1,[2. 2. 1. 3. 3. 3. 2. 3. 2. 3.]
100,4,2,Borda,0.5739223922609511,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,4,2,SRC,0.5223964255997002,0.1,[3. 3. 2. 2. 2. 2. 1. 2. 2. 2.]
100,4,2,Plurality,0.5381685095360563,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
100,4,3,IRV,0.32419390056835573,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
100,4,3,SRB,0.40737187275226133,0.1,[1. 2. 2. 2. 1. 1. 2. 2. 2. 3.]
100,4,3,Borda,0.32419390056835573,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
100,4,3,SRC,0.39918138130289893,0.3,[2. 1. 0. 3. 3. 1. 3. 0. 0. 1.]
100,4,3,Plurality,0.3814546784463088,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
100,4,5,IRV,0.41248338184693817,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
100,4,5,SRB,0.368616144405218,0.1,[1. 0. 1. 3. 0. 0. 1. 1. 1. 1.]
100,4,5,Borda,0.2961659190662597,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
100,4,5,SRC,0.31281185457200616,0.3,[0. 2. 0. 0. 3. 3. 3. 0. 2. 2.]
100,4,5,Plurality,0.305031744634764,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,4,10,IRV,0.21394355898248332,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,4,10,SRB,0.2259947967999639,0.5,[2. 2. 0. 0. 1. 0. 1. 1. 0. 0.]
100,4,10,Borda,0.21394355898248332,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,4,10,SRC,0.22933308255862603,0.4,[1. 0. 2. 3. 1. 1. 2. 0. 0. 0.]
100,4,10,Plurality,0.21394355898248332,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,1,IRV,0.4441388060062619,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,1,SRB,0.6348324390826188,0.6,[0. 4. 0. 0. 0. 1. 0. 4. 2. 0.]
100,5,1,Borda,0.4441388060062619,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,1,SRC,0.7220903191196999,0.1,[1. 0. 3. 3. 4. 2. 3. 1. 4. 2.]
100,5,1,Plurality,0.4441388060062619,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,2,IRV,0.34437888054982063,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,2,SRB,0.44723724899892003,0.4,[4. 3. 1. 0. 3. 0. 2. 0. 0. 1.]
100,5,2,Borda,0.34437888054982063,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,5,2,SRC,0.5065746667552526,0.1,[4. 3. 3. 4. 2. 0. 3. 2. 2. 4.]
100,5,2,Plurality,0.34437888054982063,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
