voters,alts,dims,scheme,dist_to_mean,mean_opt,winners
1000,3,5,Plurality,0.3498378603787581,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,3,10,IRV,0.19613600901388822,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,3,10,SRB,0.22000159890105983,0.3,[1. 0. 1. 2. 2. 2. 2. 2. 1. 2.]
1000,3,10,Borda,0.22859439915429286,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,3,10,SRC,0.22286586565213748,0.2,[0. 0. 2. 2. 1. 0. 0. 1. 2. 2.]
1000,3,10,Plurality,0.2305022604691068,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,1,IRV,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,1,SRB,0.5412275518735605,0.8,[0. 0. 0. 0. 0. 0. 1. 0. 0. 3.]
1000,4,1,Borda,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,1,SRC,0.7795102888798946,0.2,[2. 2. 2. 1. 3. 3. 0. 2. 0. 1.]
1000,4,1,Plurality,0.43631106336647607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,2,IRV,0.3392695327725402,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,4,2,SRB,0.47214276295415286,0.2,[0. 1. 3. 2. 0. 1. 3. 2. 3. 3.]
1000,4,2,Borda,0.46678389658727115,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,4,2,SRC,0.4444863933536605,0.3,[0. 2. 1. 1. 2. 1. 3. 0. 3. 2.]
1000,4,2,Plurality,0.5426234035471043,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,3,IRV,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,SRB,0.40728139066604496,0.2,[2. 3. 3. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,Borda,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,3,SRC,0.4475871776260892,0.4,[3. 3. 3. 0. 2. 0. 1. 3. 0. 1.]
1000,4,3,Plurality,0.4086089085661069,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,IRV,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,SRB,0.3538353103874308,0.1,[2. 2. 1. 3. 2. 2. 2. 2. 2. 2.]
1000,4,5,Borda,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,5,SRC,0.31842018920434867,0.2,[3. 1. 0. 2. 2. 0. 1. 0. 3. 0.]
1000,4,5,Plurality,0.37322165724492334,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,4,10,IRV,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,10,SRB,0.2286878695613114,0.0,[3. 2. 3. 3. 2. 3. 2. 2. 3. 3.]
1000,4,10,Borda,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,4,10,SRC,0.22530786760128363,0.3,[0. 3. 1. 2. 1. 1. 3. 0. 3. 0.]
1000,4,10,Plurality,0.22473202622651206,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,1,IRV,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,1,SRB,0.7156240509699361,0.1,[1. 0. 1. 1. 1. 1. 1. 1. 3. 1.]
1000,5,1,Borda,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,1,SRC,0.7708497221951949,0.1,[4. 2. 1. 1. 4. 3. 1. 4. 2. 1.]
1000,5,1,Plurality,0.7949342357665355,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,IRV,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,SRB,0.5366555358380488,0.1,[1. 1. 1. 3. 1. 1. 1. 1. 0. 0.]
1000,5,2,Borda,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,2,SRC,0.5443143580403482,0.2,[0. 0. 2. 3. 3. 1. 1. 4. 0. 2.]
1000,5,2,Plurality,0.561297429652213,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,3,IRV,0.415414413744524,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,3,SRB,0.4580571057754385,0.1,[1. 2. 2. 3. 3. 1. 3. 4. 1. 1.]
1000,5,3,Borda,0.40951695897367524,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
1000,5,3,SRC,0.4585578756515341,0.0,[0. 1. 1. 1. 1. 3. 0. 3. 0. 0.]
1000,5,3,Plurality,0.415414413744524,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,IRV,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,SRB,0.3200140684310179,0.5,[3. 3. 4. 4. 1. 3. 3. 3. 2. 2.]
1000,5,5,Borda,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,5,SRC,0.33520136482020446,0.1,[0. 0. 1. 1. 1. 0. 2. 4. 1. 3.]
1000,5,5,Plurality,0.2786207120468686,1.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,5,10,IRV,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,10,SRB,0.24447877614945046,0.4,[1. 1. 4. 1. 2. 3. 2. 1. 2. 3.]
1000,5,10,Borda,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,5,10,SRC,0.2539750323916735,0.2,[4. 0. 1. 4. 3. 2. 2. 1. 0. 4.]
1000,5,10,Plurality,0.22814516992238745,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,1,IRV,0.8084027151338822,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,10,1,SRB,0.755916587267772,0.0,[7. 7. 2. 2. 2. 7. 2. 1. 2. 2.]
1000,10,1,Borda,0.4162410287475556,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,1,SRC,0.5248867743485471,0.1,[5. 0. 3. 1. 9. 6. 0. 4. 7. 8.]
1000,10,1,Plurality,0.8084027151338822,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
1000,10,2,IRV,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,2,SRB,0.6408145726944356,0.0,[6. 6. 6. 2. 6. 6. 6. 6. 6. 6.]
1000,10,2,Borda,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,2,SRC,0.4424888431908885,0.0,[8. 8. 1. 3. 8. 2. 8. 3. 8. 6.]
1000,10,2,Plurality,0.6465055104761671,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
1000,10,3,IRV,0.4205463481170761,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,3,SRB,0.42216708494355404,0.1,[0. 0. 7. 0. 7. 7. 1. 4. 7. 2.]
1000,10,3,Borda,0.36610260811494294,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1000,10,3,SRC,0.379833430972894,0.1,[0. 5. 9. 0. 7. 1. 2. 5. 1. 1.]
1000,10,3,Plurality,0.5310672982808401,0.0,[7. 7. 7. 7. 7. 7. 7. 7. 7. 7.]
1000,10,5,IRV,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,5,SRB,0.31332887966554573,0.1,[5. 4. 2. 1. 5. 4. 3. 6. 2. 5.]
1000,10,5,Borda,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,5,SRC,0.31094070379305366,0.1,[5. 5. 8. 9. 1. 2. 5. 8. 8. 2.]
1000,10,5,Plurality,0.29324040593273726,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
1000,10,10,IRV,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,10,SRB,0.23827384180384423,0.2,[2. 1. 1. 0. 5. 2. 3. 6. 7. 1.]
1000,10,10,Borda,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
1000,10,10,SRC,0.23579478018523137,0.1,[0. 3. 5. 5. 2. 4. 9. 1. 9. 1.]
1000,10,10,Plurality,0.24004446786165307,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,1,IRV,0.5615946563100777,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,2,1,SRB,0.646970823778301,0.7,[1. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
10000,2,1,Borda,0.5615946563100777,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,2,1,SRC,0.6754295462677087,0.6,[1. 1. 1. 0. 0. 0. 0. 1. 0. 0.]
10000,2,1,Plurality,0.5615946563100777,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,2,2,IRV,0.5512467177706089,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,2,SRB,0.5512467177706089,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,2,Borda,0.5512467177706089,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,2,SRC,0.585286647711076,0.6,[1. 0. 0. 1. 1. 1. 1. 0. 0. 1.]
10000,2,2,Plurality,0.5512467177706089,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,3,IRV,0.3064360962531608,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,3,SRB,0.3226833054235655,0.8,[1. 0. 1. 0. 1. 1. 1. 1. 1. 1.]
10000,2,3,Borda,0.3064360962531608,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,3,SRC,0.3551777237643749,0.4,[1. 0. 0. 1. 0. 0. 1. 0. 1. 0.]
10000,2,3,Plurality,0.3064360962531608,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,5,IRV,0.2809837555383706,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,5,SRB,0.2893672910715776,0.8,[1. 1. 1. 1. 1. 0. 1. 0. 1. 1.]
10000,2,5,Borda,0.2809837555383706,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,5,SRC,0.3019425943713881,0.5,[1. 1. 0. 0. 1. 0. 0. 1. 0. 1.]
10000,2,5,Plurality,0.2809837555383706,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,10,IRV,0.238870596662715,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,10,SRB,0.238870596662715,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,10,Borda,0.238870596662715,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,2,10,SRC,0.2524710627694946,0.5,[0. 0. 1. 0. 1. 0. 1. 1. 1. 0.]
10000,2,10,Plurality,0.238870596662715,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,3,1,IRV,0.777754548874291,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,1,SRB,0.7932013825699699,0.1,[2. 2. 1. 0. 0. 2. 2. 0. 2. 2.]
10000,3,1,Borda,0.777754548874291,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,1,SRC,0.768172860449532,0.3,[2. 2. 1. 0. 0. 1. 2. 2. 2. 1.]
10000,3,1,Plurality,0.777754548874291,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,2,IRV,0.49810569140141797,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,2,SRB,0.45388140433608504,0.3,[1. 2. 2. 2. 2. 1. 0. 2. 1. 2.]
10000,3,2,Borda,0.49810569140141797,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,2,SRC,0.47454075040004273,0.3,[1. 1. 1. 2. 0. 0. 0. 2. 2. 0.]
10000,3,2,Plurality,0.49810569140141797,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,3,IRV,0.5417071634970835,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,3,3,SRB,0.5297761737679684,0.0,[1. 1. 1. 1. 0. 1. 1. 1. 1. 1.]
10000,3,3,Borda,0.5417071634970835,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,3,3,SRC,0.4325677801055476,0.4,[1. 0. 1. 2. 1. 0. 2. 2. 1. 2.]
10000,3,3,Plurality,0.5417071634970835,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,3,5,IRV,0.25023863450067635,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,3,5,SRB,0.28905237796430105,0.7,[2. 0. 0. 1. 2. 0. 0. 0. 0. 0.]
10000,3,5,Borda,0.25023863450067635,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,3,5,SRC,0.3384587739784792,0.3,[1. 0. 1. 2. 2. 2. 1. 0. 0. 1.]
10000,3,5,Plurality,0.25023863450067635,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,3,10,IRV,0.24450123137307456,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,3,10,SRB,0.23970216104623013,0.1,[2. 1. 1. 0. 0. 0. 1. 0. 1. 0.]
10000,3,10,Borda,0.23250173653718406,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,3,10,SRC,0.23922203573129214,0.2,[0. 0. 2. 0. 1. 1. 1. 1. 0. 2.]
10000,3,10,Plurality,0.2373029896865638,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,4,1,IRV,0.39862514696002643,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,4,1,SRB,0.45431109679766146,0.9,[1. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,4,1,Borda,0.39862514696002643,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,4,1,SRC,0.6892485294173084,0.2,[1. 2. 1. 0. 2. 3. 1. 3. 1. 0.]
10000,4,1,Plurality,0.39862514696002643,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,4,2,IRV,0.31307430683143417,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,2,SRB,0.314924286653721,0.8,[0. 1. 1. 1. 1. 1. 2. 1. 1. 1.]
10000,4,2,Borda,0.31307430683143417,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,2,SRC,0.34414234682298617,0.4,[0. 2. 1. 1. 1. 3. 0. 1. 3. 2.]
10000,4,2,Plurality,0.31307430683143417,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,3,IRV,0.3467077270190484,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,4,3,SRB,0.38256546653502443,0.4,[0. 2. 3. 2. 0. 1. 3. 0. 0. 2.]
10000,4,3,Borda,0.3467077270190484,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,4,3,SRC,0.39591467587144696,0.2,[3. 2. 2. 2. 0. 3. 2. 0. 3. 3.]
10000,4,3,Plurality,0.3467077270190484,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,4,5,IRV,0.3467823941005598,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,5,SRB,0.3268015827518781,0.1,[1. 0. 3. 0. 1. 0. 1. 1. 2. 1.]
10000,4,5,Borda,0.3467823941005598,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,5,SRC,0.3097674598621961,0.1,[3. 0. 0. 0. 0. 2. 1. 0. 0. 0.]
10000,4,5,Plurality,0.3467823941005598,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,10,IRV,0.22873163142320413,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,10,SRB,0.2187223629158268,0.1,[1. 3. 0. 1. 2. 1. 1. 0. 0. 0.]
10000,4,10,Borda,0.22873163142320413,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,4,10,SRC,0.22256945355130808,0.2,[2. 1. 3. 2. 1. 2. 3. 2. 0. 1.]
10000,4,10,Plurality,0.22873163142320413,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,1,IRV,0.5339227784427607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,5,1,SRB,0.5339227784427607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,5,1,Borda,0.5339227784427607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,5,1,SRC,0.6216050069309603,0.2,[3. 1. 2. 2. 4. 0. 1. 2. 0. 2.]
10000,5,1,Plurality,0.5339227784427607,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,5,2,IRV,0.6035518493372954,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,2,SRB,0.5174653165848777,0.2,[1. 3. 2. 4. 0. 1. 0. 4. 1. 3.]
10000,5,2,Borda,0.6035518493372954,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,2,SRC,0.4931310765179397,0.3,[0. 3. 1. 0. 2. 3. 1. 2. 3. 1.]
10000,5,2,Plurality,0.6035518493372954,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,3,IRV,0.30494978080895013,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,3,SRB,0.31002342027373003,0.6,[1. 1. 1. 0. 0. 0. 1. 0. 1. 1.]
10000,5,3,Borda,0.30494978080895013,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,3,SRC,0.3617862279781777,0.3,[0. 3. 0. 3. 0. 3. 1. 4. 1. 1.]
10000,5,3,Plurality,0.30494978080895013,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
10000,5,5,IRV,0.23858176817618068,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,5,5,SRB,0.24354119288362291,0.8,[2. 2. 2. 2. 2. 0. 2. 2. 2. 1.]
10000,5,5,Borda,0.23858176817618068,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,5,5,SRC,0.2959486162915392,0.3,[0. 4. 2. 4. 1. 0. 2. 4. 2. 3.]
10000,5,5,Plurality,0.23858176817618068,1.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,5,10,IRV,0.2637395791114708,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,5,10,SRB,0.2583891876399224,0.0,[3. 1. 0. 2. 2. 1. 1. 2. 1. 3.]
10000,5,10,Borda,0.22669581232604,1.0,[4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]
10000,5,10,SRC,0.24152951135953332,0.1,[0. 0. 3. 4. 0. 3. 2. 3. 1. 0.]
10000,5,10,Plurality,0.2637395791114708,0.0,[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]
10000,10,1,IRV,0.8481645039101975,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10000,10,1,SRB,0.7012755320337052,0.0,[0. 2. 0. 6. 3. 2. 3. 3. 6. 0.]
10000,10,1,Borda,0.712896576938851,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
10000,10,1,SRC,0.547973383928183,0.3,[8. 9. 2. 9. 1. 5. 9. 7. 0. 4.]
10000,10,1,Plurality,0.8481645039101975,0.0,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]
10000,10,2,IRV,0.3940622212093712,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,10,2,SRB,0.4469630367408147,0.7,[7. 0. 0. 0. 7. 2. 0. 0. 0. 0.]
10000,10,2,Borda,0.3940622212093712,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,10,2,SRC,0.5292116009953898,0.0,[5. 6. 5. 3. 7. 8. 9. 9. 1. 4.]
10000,10,2,Plurality,0.3940622212093712,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10000,10,3,IRV,0.2891359732415667,1.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10000,10,3,SRB,0.33443425857078746,0.7,[8. 8. 8. 8. 7. 7. 8. 8. 8. 6.]
10000,10,3,Borda,0.2891359732415667,1.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10000,10,3,SRC,0.4026566772743137,0.0,[3. 7. 3. 3. 7. 9. 1. 4. 6. 2.]
10000,10,3,Plurality,0.2891359732415667,1.0,[8. 8. 8. 8. 8. 8. 8. 8. 8. 8.]
10000,10,5,IRV,0.29117765080942165,1.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10000,10,5,SRB,0.34289751872556445,0.2,[4. 3. 7. 7. 9. 8. 6. 8. 9. 3.]
10000,10,5,Borda,0.29117765080942165,1.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10000,10,5,SRC,0.3546516125112239,0.0,[6. 8. 6. 7. 5. 3. 3. 4. 3. 0.]
10000,10,5,Plurality,0.29117765080942165,1.0,[9. 9. 9. 9. 9. 9. 9. 9. 9. 9.]
10000,10,10,IRV,0.2605095412145148,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
10000,10,10,SRB,0.24576894734496832,0.1,[5. 6. 6. 5. 8. 6. 6. 4. 2. 2.]
10000,10,10,Borda,0.2605095412145148,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
10000,10,10,SRC,0.23981404960660924,0.0,[5. 6. 0. 5. 6. 1. 1. 9. 3. 3.]
10000,10,10,Plurality,0.2605095412145148,0.0,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6.]
